Season,Team,Place,Finish,ELO,Heritgae_Score,PPM,GF,GA,Wins,Finals,SF,QF,R16,Total,Section,Squad,MP,W,D,L,GF,GA,GD,Pts,xG,xGA,xGD,xGD/90,Attendance,Top Team Scorer,Goalkeeper,Notes,Lookup
2010,Dynamo Kyiv,32,28,1814.61145,11,0.833333333,1.166666667,1.5,0,0,0,0,1,9,GR,ua Club Crest Dynamo Kyiv,6,1,2,3,7,9,-2,5,,,,,16873,"Taras Mykhalyk, Artem Milevskiy... - 1",Oleksandr Shovkovskiy,,Dynamo Kyiv2010
2010,Standard Liège,32,29,1597.130981,0,0.833333333,1.166666667,1.5,0,0,0,0,0,0,GR,be Club Crest Standard Liège,6,1,2,3,7,9,-2,5,,,,,24056,Milan Jovanovi? - 2,Sinan Bolat,,Standard Liège2010
2010,AZ Alkmaar,32,30,1605.922119,0,0.666666667,0.666666667,1.333333333,0,0,0,0,0,0,GR,nl Club Crest AZ Alkmaar,6,0,4,2,4,8,-4,4,,,,,16417,Jeremain Lens - 2,Sergio Romero,,AZ Alkmaar2010
2010,Be?ikta?,32,31,1648.489746,3,0.666666667,0.5,1.333333333,0,0,0,0,0,3,GR,tr Club Crest Be?ikta?,6,1,1,4,3,8,-5,4,,,,,23500,"Bobô, Ekrem Da?... - 1",Rü?tü Reçber,,Be?ikta?2010
2010,Rangers,32,32,1607.817749,7,0.333333333,0.666666667,2.166666667,0,0,0,0,1,5,GR,sct Club Crest Rangers,6,0,2,4,4,13,-9,2,,,,,41323,"Madjid Bougherra, Nacho Novo... - 1",Allan McGregor,,Rangers2010
2009,Barcelona,1,1,1950.335693,122,2,2.4,0.933333333,1,1,4,5,7,8,W,es Club Crest Barcelona,15,8,6,2,36,14,22,30,,,,,72869,Lionel Messi - 9,Víctor Valdés,,Barcelona2009
2009,Manchester Utd,2,2,1976.212646,121,1.923076923,1.384615385,0.615384615,1,1,3,6,8,9,F,eng Club Crest Manchester Utd,13,6,7,1,18,8,10,25,,,,,80888,"Dimitar Berbatov, Cristiano Ronaldo... - 4",Edwin van der Sar,,Manchester Utd2009
2009,Chelsea,4,3,1957.165649,86,1.75,1.666666667,1.083333333,0,1,4,5,6,6,SF,eng Club Crest Chelsea,12,5,6,1,20,13,7,21,,,,,39612,Didier Drogba - 5,Petr ?ech,,Chelsea2009
2009,Arsenal,4,4,1875.021484,65,1.714285714,1.642857143,0.785714286,0,1,1,4,8,9,SF,eng Club Crest Arsenal,14,7,3,4,23,11,12,24,,,,,59469,"Emmanuel Adebayor, Robin van Persie - 5",Manuel Almunia,,Arsenal2009
2009,Bayern Munich,8,5,1857.068115,106,2.1,2.5,1,1,1,2,5,7,8,QF,de Club Crest Bayern Munich,10,6,3,1,25,10,15,21,,,,,65200,Miroslav Klose - 7,Michael Rensing,,Bayern Munich2009
2009,Liverpool,8,6,1959.150391,120,2.083333333,1.833333333,1,1,2,3,4,5,6,QF,eng Club Crest Liverpool,12,7,4,1,22,12,10,25,,,,,42018,Steven Gerrard - 7,Pepe Reina,,Liverpool2009
2009,Porto,8,7,1808.585205,83,1.5,1.3,1.3,1,1,1,2,6,7,QF,pt Club Crest Porto,10,4,3,3,13,13,0,15,,,,,43420,Lisandro López - 6,Helton Arruda,,Porto2009
2009,Villarreal,8,8,1844.627563,15,1.4,1.3,1.3,0,0,1,1,1,1,QF,es Club Crest Villarreal,10,3,5,2,13,13,0,14,,,,,24700,Joseba Llorente - 4,Diego López,,Villarreal2009
2009,Roma,16,9,1824.994629,21,1.875,1.625,0.875,0,0,0,2,4,5,R16,it Club Crest Roma,8,5,0,3,13,7,6,15,,,,,41106,"Matteo Brighi, Mirko Vu?ini? - 3",Doni,,Roma2009
2009,Panathinaikos,16,10,1690.473755,13,1.75,1.333333333,0.916666667,0,0,0,1,2,5,R16,gr Club Crest Panathinaikos,12,6,3,3,16,11,5,21,,,,,62230,Vangelis Mantzios - 4,Mario Galinovi?,,Panathinaikos2009
2009,Atlético Madrid,16,11,1871.228271,0,1.7,1.5,0.7,0,0,0,0,0,0,R16,es Club Crest Atlético Madrid,10,4,5,1,15,7,8,17,,,,,49197,"Sergio Agüero, Maxi Rodríguez - 3",Leo Franco,,Atlético Madrid2009
2009,Juventus,16,12,1862.141479,52,1.7,1.4,0.7,0,1,1,3,5,6,R16,it Club Crest Juventus,10,4,5,1,14,7,7,17,,,,,22283,Alessandro Del Piero - 5,Alex Manninger,,Juventus2009
2009,Lyon,16,13,1818.055908,32,1.5,2.125,2,0,0,0,3,6,8,R16,fr Club Crest Lyon,8,3,3,2,17,16,1,12,,,,,37898,Karim Benzema - 5,Hugo Lloris,,Lyon2009
2009,Real Madrid,16,14,1874.964233,175,1.5,1.125,1.25,2,2,4,5,9,9,R16,es Club Crest Real Madrid,8,4,0,4,9,10,-1,12,,,,,68750,"Raúl, Ruud van Nistelrooy - 3",Iker Casillas,,Real Madrid2009
2009,Sporting CP,16,15,1715.414917,3,1.5,1.125,2.5,0,0,0,0,0,3,R16,pt Club Crest Sporting CP,8,4,0,4,9,20,-11,12,,,,,35933,"Liédson, Derlei - 2",Rui Patrício,,Sporting CP2009
2009,Inter,16,16,1905.323608,36,1.125,1,1.125,0,0,1,3,5,6,R16,it Club Crest Inter,8,2,3,3,8,9,-1,9,,,,,45250,"Adriano, Mario Balotelli... - 1",Júlio César,,Inter2009
2009,Shakhtar,32,17,1706.189697,4,1.875,2,1,0,0,0,0,0,4,GR,ua Club Crest Shakhtar,8,5,0,3,16,8,8,15,,,,,21750,Jádson - 4,Andriy Pyatov,,Shakhtar2009
2009,Dynamo Kyiv,32,18,1750.811279,10,1.8,1.6,0.9,0,0,0,0,1,8,GR,ua Club Crest Dynamo Kyiv,10,5,3,2,16,9,7,18,,,,,13125,"Roman Eremenko, Oleksandr Aliyev... - 1",Stanislav Bohush,,Dynamo Kyiv2009
2009,Aalborg,32,19,1576.965576,0,1.8,2,1.5,0,0,0,0,0,0,GR,dk Club Crest Aalborg,10,5,3,2,20,15,5,18,,,,,9700,Jeppe Curth - 2,Karim Zaza,,Aalborg2009
2009,Anorthosis,32,20,1561.95459,0,1.5,1.5,1,0,0,0,0,0,0,GR,cy Club Crest Anorthosis,12,5,3,4,18,12,6,18,,,,,17480,"Nikolaos Frousos, Cédric Bardon... - 1",Arjan Beqaj,,Anorthosis2009
2009,BATE Borisov,32,21,1410.777466,0,1.416666667,1,1,0,0,0,0,0,0,GR,by Club Crest BATE Borisov,12,4,5,3,12,12,0,17,,,,,14100,"Sergey Krivets, Pavel Nyakhaychyk... - 1",Syarhey Vyeramko,,BATE Borisov2009
2009,Marseille,32,22,1717.71814,5,1.25,1,1,0,0,0,0,1,3,GR,fr Club Crest Marseille,8,3,1,4,8,8,0,10,,,,,49250,Mamadou Niang - 3,Steve Mandanda,,Marseille2009
2009,Fiorentina,32,23,1789.393311,3,1.25,0.875,1,0,0,0,0,1,1,GR,it Club Crest Fiorentina,8,2,4,2,7,8,-1,10,,,,,33140,Alberto Gilardino - 4,Sébastien Frey,,Fiorentina2009
2009,Fenerbahçe,32,24,1674.155396,10,1.2,1.5,1.4,0,0,0,1,1,4,GR,tr Club Crest Fenerbahçe,10,3,3,4,15,14,1,12,,,,,39130,Dani Güiza - 2,Volkan Demirel,,Fenerbahçe2009
2009,Werder Bremen,32,25,1748.288086,8,1.166666667,1.166666667,1.5,0,0,0,0,2,4,GR,de Club Crest Werder Bremen,6,1,4,1,7,9,-2,7,,,,,39322,"Hugo Almeida, Claudio Pizarro - 2",Tim Wiese,,Werder Bremen2009
2009,Bordeaux,32,26,1768.433838,4,1.166666667,0.833333333,1.833333333,0,0,0,0,1,2,GR,fr Club Crest Bordeaux,6,2,1,3,5,11,-6,7,,,,,28435,Yoann Gourcuff - 2,"Ulrich Ramé, Mathieu Valverde",,Bordeaux2009
2009,Basel,32,27,1557.785889,3,0.9,0.9,2,0,0,0,0,1,1,GR,ch Club Crest Basel,10,2,3,5,9,20,-11,9,,,,,26455,"David Abraham, Eren Derdiyok - 1",Franco Costanzo,,Basel2009
2009,Celtic,32,28,1688.657227,9,0.833333333,0.666666667,1.166666667,0,0,0,0,2,5,GR,sct Club Crest Celtic,6,1,2,3,4,7,-3,5,,,,,58146,"Shaun Maloney, Scott McDonald... - 1",Artur Boruc,,Celtic2009
2009,Zenit,32,29,1704.675293,0,0.833333333,0.666666667,1.166666667,0,0,0,0,0,0,GR,ru Club Crest Zenit,6,1,2,3,4,7,-3,5,,,,,20333,Danny - 2,Vyacheslav Malafeev,,Zenit2009
2009,CFR Cluj,32,30,1534.651367,0,0.666666667,0.833333333,1.5,0,0,0,0,0,0,GR,ro Club Crest CFR Cluj,6,1,1,4,5,9,-4,4,,,,,20833,"Yssouf Koné, Emmanuel Culio - 2",Eduard St?ncioiu,,CFR Cluj2009
2009,Steaua,32,31,1576.658813,2,0.625,0.75,1.75,0,0,0,0,0,2,GR,ro Club Crest Steaua,8,1,2,5,6,14,-8,5,,,,,19262,"Arthuro, Dorin Goian... - 1",Róbinson Zapata,,Steaua2009
2009,PSV,32,32,1636.050049,31,0.5,0.833333333,2.333333333,0,0,1,2,3,9,GR,nl Club Crest PSV Eindhoven,6,1,0,5,5,14,-9,3,,,,,31000,Danny Koevermans - 4,Andreas Isaksson,,PSV2009
2008,Manchester Utd,1,1,1975.869995,58,2.461538462,1.538461538,0.461538462,0,0,2,5,7,8,W,eng Club Crest Manchester Utd,13,9,5,0,20,6,14,32,,,,,80699,Cristiano Ronaldo - 8,Edwin van der Sar,,Manchester Utd2008
2008,Chelsea,2,2,1950.860474,55,1.923076923,1.538461538,0.615384615,0,0,3,4,5,5,F,eng Club Crest Chelsea,13,6,7,1,20,8,12,25,,,,,43401,Didier Drogba - 6,Petr ?ech,,Chelsea2008
2008,Barcelona,4,3,1965.606323,107,2.25,1.5,0.5,1,1,3,4,6,7,SF,es Club Crest Barcelona,12,8,3,1,18,6,12,27,,,,,78218,Lionel Messi - 6,Víctor Valdés,,Barcelona2008
2008,Liverpool,4,4,1900.418335,105,1.928571429,2.428571429,0.857142857,1,2,2,3,4,5,SF,eng Club Crest Liverpool,14,8,3,3,34,12,22,27,,,,,41626,"Steven Gerrard, Fernando Torres - 6",Pepe Reina,,Liverpool2008
2008,Arsenal,8,5,1933.713501,58,2,2,0.75,0,1,1,3,7,8,QF,eng Club Crest Arsenal,12,7,3,2,24,9,15,24,,,,,59926,Cesc Fàbregas - 4,Manuel Almunia,,Arsenal2008
2008,Fenerbahçe,8,6,1735.917236,3,1.916666667,1.5,1.166666667,0,0,0,0,0,3,QF,tr Club Crest Fenerbahçe,12,7,2,3,18,14,4,23,,,,,47542,Deivid - 5,Volkan Demirel,,Fenerbahçe2008
2008,Roma,8,7,1846.570557,14,1.7,1.5,1.1,0,0,0,1,3,4,QF,it Club Crest Roma,10,5,2,3,15,11,4,17,,,,,43110,Mirko Vu?ini? - 4,Doni,,Roma2008
2008,Schalke 04,8,8,1771.374634,2,1.1,0.6,0.7,0,0,0,0,0,2,QF,de Club Crest Schalke 04,10,3,2,5,6,7,-1,11,,,,,53951,Kevin Kurányi - 3,Manuel Neuer,,Schalke 042008
2008,Sevilla,16,9,1892.099487,0,2.4,2.5,1.3,0,0,0,0,0,0,R16,es Club Crest Sevilla,10,8,0,2,25,13,12,24,,,,,38188,Frédéric Kanouté - 5,Andrés Palop,,Sevilla2008
2008,Inter,16,10,1942.643433,33,1.875,1.5,0.875,0,0,1,3,4,5,R16,it Club Crest Inter,8,5,0,3,12,7,5,15,,,,,40176,Zlatan Ibrahimovi? - 5,Júlio César,,Inter2008
2008,Milan,16,11,1852.020874,183,1.75,1.5,0.875,2,3,4,5,6,7,R16,it Club Crest Milan,8,4,2,2,12,7,5,14,,,,,48874,Filippo Inzaghi - 4,Zeljko Kalac,,Milan2008
2008,Porto,16,12,1812.394653,80,1.75,1.125,1,1,1,1,2,5,6,R16,pt Club Crest Porto,8,4,2,2,9,8,1,14,,,,,44285,Lisandro López - 3,Helton Arruda,,Porto2008
2008,Olympiacos,16,13,1747.401123,8,1.5,1.375,1.25,0,0,0,0,0,8,R16,gr Club Crest Olympiacos,8,3,3,2,11,10,1,12,,,,,23775,"Darko Kova?evi?, Luciano Galletti... - 3",Antonios Nikopolidis,,Olympiacos2008
2008,Real Madrid,16,14,1962.443115,172,1.375,1.875,1.625,2,2,4,5,8,8,R16,es Club Crest Real Madrid,8,3,2,3,15,13,2,11,,,,,75532,Raúl - 5,Iker Casillas,,Real Madrid2008
2008,Lyon,16,15,1832.495728,29,1.375,1.5,1.5,0,0,0,3,5,7,R16,fr Club Crest Lyon,8,3,2,3,12,12,0,11,,,,,38308,Karim Benzema - 4,Rémy Vercoutre,,Lyon2008
2008,Celtic,16,16,1648.606567,6,1.1,0.9,1.2,0,0,0,0,1,4,R16,sct Club Crest Celtic,10,3,2,5,9,12,-3,11,,,,,58757,"Ji?í Jarošík, Scott McDonald... - 1",Artur Boruc,,Celtic2008
2008,Rosenborg,32,17,1562.622559,8,1.9,2.1,1.2,0,0,0,0,1,6,GR,no Club Crest Rosenborg,10,6,1,3,21,12,9,19,,,,,18787,"Yssouf Koné, Steffen Iversen - 2",Lars Hirschfeld,,Rosenborg2008
2008,Rangers,32,18,1662.716797,6,1.7,1.1,0.9,0,0,0,0,1,4,GR,sct Club Crest Rangers,10,5,2,3,11,9,2,17,,,,,50061,Charlie Adam - 2,Allan McGregor,,Rangers2008
2008,Benfica,32,19,1757.799438,8,1.625,1,0.875,0,0,0,1,1,2,GR,pt Club Crest Benfica,8,4,1,3,8,7,1,13,,,,,42101,Óscar Cardozo - 3,Quim,,Benfica2008
2008,Be?ikta?,32,20,1634.632324,2,1.6,1.1,1.6,0,0,0,0,0,2,GR,tr Club Crest Be?ikta?,10,5,1,4,11,16,-5,16,,,,,25649,Bobô - 2,Hakan Ar?kan,,Be?ikta?2008
2008,Shakhtar,32,21,1642.365845,3,1.5,1.3,1.4,0,0,0,0,0,3,GR,ua Club Crest Shakhtar,10,5,0,5,13,14,-1,15,,,,,26667,Cristiano Lucarelli - 3,Andriy Pyatov,,Shakhtar2008
2008,Werder Bremen,32,22,1800.337158,7,1.5,1.625,2,0,0,0,0,2,3,GR,de Club Crest Werder Bremen,8,4,0,4,13,16,-3,12,,,,,36812,Boubacar Sanogo - 3,Tim Wiese,,Werder Bremen2008
2008,Valencia,32,23,1788.908325,77,1.375,0.875,0.875,0,2,2,4,4,5,GR,es Club Crest Valencia,8,3,2,3,7,7,0,11,,,,,36500,David Villa - 2,Santiago Cañizares,,Valencia2008
2008,Slavia Prague,32,24,1626.083618,0,1.3,0.8,1.7,0,0,0,0,0,0,GR,cz Club Crest Slavia Prague,10,3,4,3,8,17,-9,13,,,,,17333,Zden?k Šenke?ík - 2,Martin Vaniak,,Slavia Prague2008
2008,Sporting CP,32,25,1739.617065,2,1.166666667,1.5,1.333333333,0,0,0,0,0,2,GR,pt Club Crest Sporting CP,6,2,1,3,9,8,1,7,,,,,31305,Liédson - 4,"Rui Patrício, Vladimir Stojkovi?...",,Sporting CP2008
2008,Marseille,32,26,1689.7771,4,1.166666667,1,1.5,0,0,0,0,1,2,GR,fr Club Crest Marseille,6,2,1,3,6,9,-3,7,,,,,53032,Mamadou Niang - 2,Steve Mandanda,,Marseille2008
2008,PSV,32,27,1698.473511,30,1.166666667,0.5,1,0,0,1,2,3,8,GR,nl Club Crest PSV Eindhoven,6,2,1,3,3,6,-3,7,,,,,34333,"Jefferson Farfán, Danko Lazovi?... - 1",Heurelho Gomes,,PSV2008
2008,Lazio,32,28,1706.081177,12,1.125,1.5,1.625,0,0,0,1,2,4,GR,it Club Crest Lazio,8,2,3,3,12,13,-1,9,,,,,45567,Goran Pandev - 4,Marco Ballotta,,Lazio2008
2008,Steaua,32,29,1594.71521,1,1.1,1.1,1.3,0,0,0,0,0,1,GR,ro Club Crest Steaua,10,3,2,5,11,13,-2,11,,,,,20333,"Valentin Badea, Dorin Goian... - 1",Róbinson Zapata,,Steaua2008
2008,Dynamo Kyiv,32,30,1618.155396,9,0.75,1,2.375,0,0,0,0,1,7,GR,ua Club Crest Dynamo Kyiv,8,2,0,6,8,19,-11,6,,,,,32667,Ismaël Bangoura - 2,Oleksandr Shovkovskiy,,Dynamo Kyiv2008
2008,Stuttgart,32,31,1706.535889,3,0.5,1.166666667,2.5,0,0,0,0,1,1,GR,de Club Crest Stuttgart,6,1,0,5,7,15,-8,3,,,,,51300,Mario Gómez - 3,Raphael Schäfer,,Stuttgart2008
2008,CSKA Moscow,32,32,1626.37793,2,0.166666667,1.166666667,2.333333333,0,0,0,0,0,2,GR,ru Club Crest CSKA Moscow,6,0,1,5,7,14,-7,1,,,,,24667,Vágner Love - 3,"Igor Akinfeev, Veniamin Mandrykin",,CSKA Moscow2008
2007,Milan,1,1,1843.056641,120,2.066666667,1.533333333,0.733333333,1,2,3,4,5,6,W,it Club Crest Milan,15,9,4,3,23,11,12,31,,,,,55496,Kaká - 10,Dida,,Milan2007
2007,Liverpool,2,2,1882.941162,74,2,1.466666667,0.8,1,1,1,2,3,4,F,eng Club Crest Liverpool,15,9,3,4,22,12,10,30,,,,,50527,Peter Crouch - 6,Pepe Reina,,Liverpool2007
2007,Manchester Utd,4,3,1942.644531,43,2,1.916666667,1.083333333,0,0,1,4,6,7,SF,eng Club Crest Manchester Utd,12,8,0,4,23,13,10,24,,,,,74081,Wayne Rooney - 4,Edwin van der Sar,,Manchester Utd2007
2007,Chelsea,4,4,1970.997681,40,2,1.416666667,0.75,0,0,2,3,4,4,SF,eng Club Crest Chelsea,12,7,3,2,17,9,8,24,,,,,37114,Didier Drogba - 6,Petr ?ech,,Chelsea2007
2007,Roma,8,5,1811.481079,7,1.7,1.3,1.2,0,0,0,0,2,3,QF,it Club Crest Roma,10,5,2,3,13,12,1,17,,,,,48032,Francesco Totti - 4,Doni,,Roma2007
2007,Bayern Munich,8,6,1829.450439,99,1.6,1.6,1.1,1,1,2,4,6,7,QF,de Club Crest Bayern Munich,10,4,4,2,16,11,5,16,,,,,65400,Claudio Pizarro - 4,Oliver Kahn,,Bayern Munich2007
2007,Valencia,8,7,1864.892578,70,1.583333333,1.583333333,1,0,2,2,3,3,4,QF,es Club Crest Valencia,12,5,4,3,19,12,7,19,,,,,41708,Fernando Morientes - 6,Santiago Cañizares,,Valencia2007
2007,PSV,8,8,1829.163696,23,1.4,0.8,1.1,0,0,1,1,2,7,QF,nl Club Crest PSV Eindhoven,10,4,2,4,8,11,-3,14,,,,,33340,"Alex, Arouna Koné - 2",Heurelho Gomes,,PSV2007
2007,Lyon,16,9,1952.31604,26,1.875,1.5,0.625,0,0,0,3,4,6,R16,fr Club Crest Lyon,8,4,3,1,12,5,7,15,,,,,39786,"Karim Benzema, Fred... - 2",Grégory Coupet,,Lyon2007
2007,Arsenal,16,10,1886.604126,55,1.8,1.3,0.6,0,1,1,3,6,7,R16,eng Club Crest Arsenal,10,5,3,2,13,6,7,18,,,,,59975,"Emmanuel Eboué, Júlio Baptista... - 1",Jens Lehmann,,Arsenal2007
2007,Barcelona,16,11,1991.24292,104,1.75,1.75,0.75,1,1,3,4,5,6,R16,es Club Crest Barcelona,8,4,2,2,14,6,8,14,,,,,85626,Eiður Guðjohnsen - 3,Víctor Valdés,,Barcelona2007
2007,Real Madrid,16,12,1902.113403,169,1.75,2.25,1.5,2,2,4,5,7,7,R16,es Club Crest Real Madrid,8,4,2,2,18,12,6,14,,,,,71854,Ruud van Nistelrooy - 6,Iker Casillas,,Real Madrid2007
2007,Lille,16,13,1773.762573,2,1.5,1.2,0.7,0,0,0,0,0,2,R16,fr Club Crest Lille,10,4,3,3,12,7,5,15,,,,,36512,"Nicolas Fauvergue, Peter Odemwingie - 2",Tony Sylva,,Lille2007
2007,Porto,16,14,1812.391235,77,1.5,1.375,0.875,1,1,1,2,4,5,R16,pt Club Crest Porto,8,3,3,2,11,7,4,12,,,,,41014,"Lucho González, Lisandro López - 3",Helton Arruda,,Porto2007
2007,Inter,16,15,1881.040283,30,1.5,0.875,0.875,0,0,1,3,3,4,R16,it Club Crest Inter,8,3,3,2,7,7,0,12,,,,,29487,Julio Ricardo Cruz - 3,Júlio César,,Inter2007
2007,Celtic,16,16,1659.301392,3,1.25,1,1.25,0,0,0,0,0,3,R16,sct Club Crest Celtic,8,3,1,4,8,10,-2,10,,,,,58832,Kenny Miller - 3,Artur Boruc,,Celtic2007
2007,CSKA Moscow,32,17,1705.206299,1,1.75,1.125,0.625,0,0,0,0,0,1,GR,ru Club Crest CSKA Moscow,8,4,2,2,9,5,4,14,,,,,24551,"Daniel Carvalho, Ivica Oli?... - 1",Igor Akinfeev,,CSKA Moscow2007
2007,AEK Athens,32,18,1647.727173,2,1.75,1.375,1.25,0,0,0,0,0,2,GR,gr Club Crest AEK Athens,8,4,2,2,11,10,1,14,,,,,40990,Júlio César - 2,Stefano Sorrentino,,AEK Athens2007
2007,Werder Bremen,32,19,1827.841675,6,1.666666667,1.166666667,0.833333333,0,0,0,0,2,2,GR,de Club Crest Werder Bremen,6,3,1,2,7,5,2,10,,,,,36885,"Torsten Frings, Frank Baumann... - 1",Tim Wiese,,Werder Bremen2007
2007,Steaua,32,20,1711.048096,0,1.5,1.6,1.4,0,0,0,0,0,0,GR,ro Club Crest Steaua,10,4,3,3,16,14,2,15,,,,,24155,Nicolae Dic? - 4,"Carlos Fernandes, Cornel Cernea",,Steaua2007
2007,Shakhtar,32,21,1711.346924,2,1.5,1.25,1.625,0,0,0,0,0,2,GR,ua Club Crest Shakhtar,8,3,3,2,10,13,-3,12,,,,,25400,"Ciprian Marica, Matuzalém - 2",Bohdan Shust,,Shakhtar2007
2007,FC Copenhagen,32,22,1621.026245,0,1.4,1.2,1.2,0,0,0,0,0,0,GR,dk Club Crest FC Copenhagen,10,4,2,4,12,12,0,14,,,,,39680,Marcus Allbäck - 3,Jesper Christiansen,,FC Copenhagen2007
2007,Benfica,32,23,1721.24939,7,1.375,1.375,1.125,0,0,0,1,1,1,GR,pt Club Crest Benfica,8,3,2,3,11,9,2,11,,,,,45918,Fabrizio Miccoli - 2,Quim,,Benfica2007
2007,Dynamo Kyiv,32,24,1702.010986,8,1.2,1.8,2,0,0,0,0,1,6,GR,ua Club Crest Dynamo Kyiv,10,3,3,4,18,20,-2,12,,,,,36667,Maksim Shatskikh - 2,Oleksandr Shovkovskiy,,Dynamo Kyiv2007
2007,Bordeaux,32,25,1729.419922,3,1.166666667,1,1.166666667,0,0,0,0,1,1,GR,fr Club Crest Bordeaux,6,2,1,3,6,7,-1,7,,,,,25964,Julien Faubert - 2,Ulrich Ramé,,Bordeaux2007
2007,Spartak Moscow,32,26,1675.412231,6,1.1,1,1.3,0,0,0,0,1,4,GR,ru Club Crest Spartak Moscow,10,2,5,3,10,13,-3,11,,,,,35333,"Maksym Kalynychenko, Denis Boyarintsev... - 2",Wojciech Kowalewski,,Spartak Moscow2007
2007,Levski Sofia,32,27,1650.062744,0,1,0.9,1.9,0,0,0,0,0,0,GR,bg Club Crest Levski Sofia,10,3,1,6,9,19,-10,10,,,,,36504,Mariyan Ognyanov - 1,Georgi Petkov,,Levski Sofia2007
2007,Galatasaray,32,28,1650.608154,13,1,1.625,1.875,0,0,0,1,2,5,GR,tr Club Crest Galatasaray,8,2,2,4,13,15,-2,8,,,,,48018,"Saša Ili?, Ümit Karan - 2",Faryd Mondragón,,Galatasaray2007
2007,Sporting CP,32,29,1706.625854,1,0.833333333,0.5,1,0,0,0,0,0,1,GR,pt Club Crest Sporting CP,6,1,2,3,3,6,-3,5,,,,,29239,"Carlos Bueno, Marco Caneira... - 1",Ricardo,,Sporting CP2007
2007,Anderlecht,32,30,1642.994995,7,0.666666667,1.166666667,1.833333333,0,0,0,0,1,5,GR,be Club Crest Anderlecht,6,0,4,2,7,11,-4,4,,,,,21027,"Nicolás Frutos, Mbo Mpenza - 2",Daniel Zítka,,Anderlecht2007
2007,Hamburger SV,32,31,1641.61145,1,0.625,1,2,0,0,0,0,0,1,GR,de Club Crest Hamburger SV,8,1,2,5,8,16,-8,5,,,,,48999,Rafael van der Vaart - 3,Stefan Wächter,,Hamburger SV2007
2007,Olympiacos,32,32,1668.569702,7,0.5,1,1.833333333,0,0,0,0,0,7,GR,gr Club Crest Olympiacos,6,0,3,3,6,11,-5,3,,,,,31101,Nery Castillo - 3,Antonios Nikopolidis,,Olympiacos2007
2006,Barcelona,1,1,1973.262817,41,2.461538462,1.846153846,0.384615385,0,0,2,3,4,5,W,es Club Crest Barcelona,13,9,5,0,24,5,19,32,,,,,88420,Ronaldinho - 7,Víctor Valdés,,Barcelona2006
2006,Arsenal,2,2,1869.994507,24,2.230769231,1.153846154,0.307692308,0,0,0,2,5,6,F,eng Club Crest Arsenal,13,8,5,1,15,4,11,29,,,,,45212,Thierry Henry - 5,Jens Lehmann,,Arsenal2006
2006,Milan,4,3,1906.171265,105,1.666666667,1.666666667,0.833333333,1,2,2,3,4,5,SF,it Club Crest Milan,12,5,5,2,20,10,10,20,,,,,59211,Andriy Shevchenko - 9,Dida,,Milan2006
2006,Villarreal,4,4,1865.840088,0,1.571428571,0.857142857,0.642857143,0,0,0,0,0,0,SF,es Club Crest Villarreal,14,5,7,2,12,9,3,22,,,,,22917,Diego Forlán - 3,Sebastián Viera,,Villarreal2006
2006,Lyon,8,5,1920.841187,19,2.3,1.9,0.7,0,0,0,2,3,5,QF,fr Club Crest Lyon,10,7,2,1,19,7,12,23,,,,,39437,"Juninho Pernambucano, John Carew - 3",Grégory Coupet,,Lyon2006
2006,Inter,8,6,1870.415894,23,2,1.416666667,0.75,0,0,1,2,2,3,QF,it Club Crest Inter,12,7,3,2,17,9,8,24,,,,,23000,Adriano - 5,"Júlio César, Francesco Toldo",,Inter2006
2006,Juventus,8,7,1941.227783,45,1.9,1.6,1.1,0,1,1,2,4,5,QF,it Club Crest Juventus,10,6,1,3,16,11,5,19,,,,,25416,David Trezeguet - 6,Christian Abbiati,,Juventus2006
2006,Benfica,8,8,1690.780151,0,1.5,0.8,0.7,0,0,0,0,0,0,QF,pt Club Crest Benfica,10,4,3,3,8,7,1,15,,,,,54237,"Fabrizio Miccoli, Simão Sabrosa - 2",Marcelo Moretto,,Benfica2006
2006,Liverpool,16,9,1866.918579,71,1.928571429,1.428571429,0.5,1,1,1,2,2,3,R16,eng Club Crest Liverpool,14,8,3,3,20,7,13,27,,,,,42543,"Luis García, Djibril Cissé - 2",Pepe Reina,,Liverpool2006
2006,Bayern Munich,16,10,1903.904053,96,1.75,1.5,1.125,1,1,2,4,5,6,R16,de Club Crest Bayern Munich,8,4,2,2,12,9,3,14,,,,,65882,Sebastian Deisler - 3,Oliver Kahn,,Bayern Munich2006
2006,Ajax,16,11,1730.422241,9,1.6,1.7,1.2,0,0,0,1,1,3,R16,nl Club Crest Ajax,10,4,4,2,17,12,5,16,,,,,46631,"Yannis Anastasiou, Nigel de Jong - 3",Maarten Stekelenburg,,Ajax2006
2006,Rangers,16,12,1573.436768,3,1.5,1.4,1.1,0,0,0,0,0,3,R16,sct Club Crest Rangers,10,3,6,1,14,11,3,15,,,,,49040,Peter Løvenkrands - 4,Ronald Waterreus,,Rangers2006
2006,Chelsea,16,13,1993.128174,37,1.5,1.125,0.5,0,0,2,3,3,3,R16,eng Club Crest Chelsea,8,3,3,2,9,4,5,12,,,,,36788,"Ricardo Carvalho, Frank Lampard... - 2",Petr ?ech,,Chelsea2006
2006,Real Madrid,16,14,1852.279541,166,1.375,1.25,1.125,2,2,4,5,6,6,R16,es Club Crest Real Madrid,8,3,2,3,10,9,1,11,,,,,69796,"Iván Helguera, Raúl - 2",Iker Casillas,,Real Madrid2006
